age,workclass,education_num,marital_status,occupation,race,sex,hours_per_week,native_country,income
42, Private,9, Married-civ-spouse, Adm-clerical, White, Female,35, United-States, <=50K
26, Self-emp-not-inc,5, Married-civ-spouse, Craft-repair, White, Male,40, Portugal, <=50K
36, Private,6, Married-civ-spouse, Other-service, White, Female,24, United-States, <=50K
62, Private,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
43, Private,13, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
43, Private,13, Divorced, Exec-managerial, White, Male,45, United-States, >50K
22, Private,9, Married-spouse-absent, Sales, White, Male,55, United-States, <=50K
28, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
56, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K
22, Private,12, Never-married, Sales, White, Female,15, United-States, <=50K
57, Private,13, Divorced, Exec-managerial, White, Female,45, United-States, >50K
39, Private,9, Divorced, Sales, White, Female,40, United-States, <=50K
26, Federal-gov,10, Never-married, Adm-clerical, White, Female,15, United-States, <=50K
17, Private,7, Never-married, Other-service, White, Male,10, United-States, <=50K
40, State-gov,11, Married-civ-spouse, Machine-op-inspct, White, Male,38, United-States, >50K
45, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
44, Private,9, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
20, Local-gov,10, Never-married, Adm-clerical, White, Female,10, United-States, <=50K
33, Private,9, Married-civ-spouse, Craft-repair, White, Female,40, United-States, <=50K
23, Private,10, Never-married, Sales, White, Male,40, United-States, <=50K
46, Self-emp-not-inc,14, Divorced, Exec-managerial, White, Male,30, United-States, <=50K
38, Private,9, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
54, Private,9, Divorced, Transport-moving, White, Male,40, United-States, <=50K
46, Private,3, Divorced, Craft-repair, White, Female,45, United-States, <=50K
25, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
46, Private,10, Divorced, Sales, White, Female,40, United-States, <=50K
36, Local-gov,10, Married-civ-spouse, Transport-moving, White, Female,40, United-States, <=50K
23, Private,9, Never-married, Other-service, White, Female,25, United-States, <=50K
29, Private,9, Separated, Machine-op-inspct, White, Male,40, United-States, <=50K
44, Private,10, Married-civ-spouse, Adm-clerical, White, Female,6, United-States, >50K
19, Private,10, Never-married, Adm-clerical, White, Female,16, United-States, <=50K
19, Private,9, Never-married, Other-service, White, Female,40, United-States, <=50K
35, Private,9, Married-civ-spouse, Other-service, White, Female,40, United-States, >50K
27, Private,13, Never-married, Craft-repair, White, Male,50, United-States, <=50K
46, Self-emp-not-inc,12, Separated, Craft-repair, White, Male,40, United-States, <=50K
34, State-gov,13, Married-civ-spouse, Exec-managerial, White, Male,45, ?, >50K
34, Private,9, Never-married, Other-service, White, Female,35, United-States, <=50K
44, Private,10, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
45, Private,10, Divorced, Handlers-cleaners, White, Female,40, United-States, <=50K
20, ?,9, Never-married, ?, White, Female,35, United-States, <=50K
25, Private,13, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
52, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
20, Private,10, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
28, Private,10, Never-married, Other-service, White, Female,40, United-States, <=50K
50, State-gov,13, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K
34, Private,11, Divorced, Tech-support, White, Female,64, United-States, <=50K
28, Private,4, Married-civ-spouse, Handlers-cleaners, Other, Male,40, Puerto-Rico, <=50K
41, Private,14, Married-civ-spouse, Exec-managerial, White, Male,65, United-States, >50K
28, Private,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
46, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,25, United-States, <=50K
28, ?,10, Married-civ-spouse, ?, White, Female,40, United-States, >50K
32, Private,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
41, Local-gov,10, Divorced, Other-service, Black, Female,24, United-States, <=50K
24, Private,9, Never-married, Handlers-cleaners, Black, Female,40, United-States, <=50K
33, Private,10, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
46, Private,16, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
31, State-gov,10, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
35, Private,8, Divorced, Craft-repair, White, Male,50, United-States, >50K
52, Private,2, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, <=50K
30, Private,7, Never-married, Other-service, White, Female,19, United-States, <=50K
34, Local-gov,7, Separated, Machine-op-inspct, Black, Male,40, United-States, <=50K
34, State-gov,9, Divorced, Transport-moving, White, Female,40, United-States, <=50K
20, Private,10, Married-civ-spouse, Sales, White, Male,30, United-States, <=50K
17, Private,7, Never-married, Handlers-cleaners, White, Male,18, United-States, <=50K
32, State-gov,13, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
29, Private,9, Divorced, Farming-fishing, White, Male,40, United-States, <=50K
33, Private,6, Never-married, Craft-repair, White, Female,35, United-States, <=50K
25, Private,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
36, Federal-gov,14, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
23, Private,9, Never-married, Handlers-cleaners, White, Male,72, Dominican-Republic, <=50K
63, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
47, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
80, ?,9, Widowed, ?, White, Male,24, United-States, <=50K
17, ?,7, Never-married, ?, White, Male,40, United-States, <=50K
40, Self-emp-not-inc,13, Married-spouse-absent, Prof-specialty, White, Female,40, United-States, <=50K
30, Private,12, Married-civ-spouse, Other-service, White, Female,25, United-States, >50K
27, Private,10, Never-married, Craft-repair, Asian-Pac-Islander, Male,40, Philippines, <=50K
33, Private,14, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
34, Local-gov,9, Never-married, Farming-fishing, Black, Male,60, United-States, <=50K
34, Local-gov,10, Never-married, Protective-serv, White, Female,40, United-States, <=50K
23, Private,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
42, Local-gov,10, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
29, Private,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
45, Private,9, Divorced, Adm-clerical, White, Female,28, United-States, <=50K
24, Federal-gov,9, Never-married, Armed-Forces, White, Male,40, United-States, <=50K
44, Private,10, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
27, Private,5, Never-married, Craft-repair, White, Male,40, Mexico, <=50K
20, Private,10, Never-married, Sales, White, Male,35, United-States, <=50K
44, Private,9, Widowed, Exec-managerial, Black, Female,40, United-States, <=50K
51, Private,9, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
20, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
17, ?,7, Never-married, ?, White, Female,5, United-States, <=50K
19, Private,9, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K
45, Self-emp-inc,10, Married-civ-spouse, Craft-repair, White, Male,55, United-States, >50K
60, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
42, Private,12, Married-civ-spouse, Exec-managerial, Black, Male,40, ?, >50K
44, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Female,40, United-States, >50K
40, Private,11, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, United-States, >50K
30, Private,9, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, <=50K
38, Private,10, Married-civ-spouse, Transport-moving, Black, Male,50, United-States, <=50K
23, Private,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
32, ?,10, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
44, Private,12, Never-married, Farming-fishing, White, Male,40, United-States, <=50K
54, Local-gov,9, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
32, Private,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
50, Private,2, Married-spouse-absent, Craft-repair, White, Male,40, United-States, <=50K
24, Private,13, Never-married, Tech-support, White, Female,20, United-States, <=50K
37, Private,9, Married-civ-spouse, Adm-clerical, White, Female,60, United-States, <=50K
52, Private,9, Divorced, Transport-moving, White, Male,40, United-States, <=50K
38, Private,10, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
49, Private,14, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
30, Private,13, Married-civ-spouse, Tech-support, White, Female,16, United-States, >50K
60, Private,10, Never-married, Prof-specialty, White, Male,40, United-States, >50K
22, ?,10, Never-married, ?, White, Male,40, United-States, <=50K
35, Private,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
30, Private,9, Never-married, Transport-moving, White, Male,60, United-States, <=50K
67, Private,11, Divorced, Other-service, White, Female,24, United-States, <=50K
46, Private,13, Never-married, Craft-repair, White, Female,40, United-States, <=50K
17, Private,5, Never-married, Other-service, White, Male,6, United-States, <=50K
22, Private,10, Never-married, Handlers-cleaners, White, Male,30, United-States, <=50K
27, Private,6, Never-married, Other-service, White, Male,40, United-States, <=50K
23, Private,9, Never-married, Other-service, White, Female,35, United-States, <=50K
33, Private,12, Married-civ-spouse, Craft-repair, White, Male,45, Portugal, <=50K
43, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, White, Male,20, United-States, <=50K
28, State-gov,13, Never-married, Prof-specialty, White, Male,20, United-States, <=50K
41, Private,9, Married-spouse-absent, Craft-repair, White, Female,40, United-States, <=50K
52, ?,8, Never-married, ?, Black, Male,40, United-States, <=50K
25, Private,10, Married-spouse-absent, Adm-clerical, Black, Female,20, United-States, <=50K
63, ?,2, Married-civ-spouse, ?, White, Male,35, United-States, <=50K
59, Local-gov,9, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
45, Local-gov,13, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
38, Private,13, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
40, Private,9, Never-married, Other-service, White, Female,35, United-States, <=50K
46, Federal-gov,9, Divorced, Adm-clerical, White, Male,40, United-States, <=50K
35, Private,12, Never-married, Exec-managerial, White, Female,60, United-States, <=50K
34, Private,9, Divorced, Prof-specialty, White, Female,25, United-States, <=50K
33, Private,13, Never-married, Craft-repair, White, Male,20, United-States, <=50K
41, Private,9, Divorced, Adm-clerical, White, Female,36, United-States, <=50K
20, Private,10, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
23, Private,3, Never-married, Other-service, White, Male,40, El-Salvador, <=50K
26, Private,10, Never-married, Prof-specialty, White, Female,35, United-States, <=50K
72, ?,9, Married-civ-spouse, ?, White, Male,20, United-States, <=50K
23, Local-gov,9, Never-married, Farming-fishing, White, Male,40, Poland, <=50K
62, Local-gov,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
52, Private,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
58, Private,10, Divorced, Other-service, White, Female,42, France, <=50K
25, Private,13, Never-married, Sales, White, Female,40, United-States, <=50K
24, Private,13, Never-married, Exec-managerial, Black, Male,40, United-States, <=50K
19, Private,10, Never-married, Protective-serv, White, Male,8, United-States, <=50K
43, Private,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
47, Local-gov,9, Separated, Adm-clerical, Black, Female,40, United-States, <=50K
39, Private,9, Divorced, Other-service, White, Female,40, United-States, <=50K
49, Private,11, Married-spouse-absent, Handlers-cleaners, White, Male,42, United-States, <=50K
53, ?,3, Widowed, ?, Black, Female,30, United-States, <=50K
32, Private,11, Never-married, Craft-repair, White, Male,45, United-States, <=50K
34, Private,10, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
28, Private,9, Divorced, Craft-repair, White, Male,45, United-States, <=50K
57, ?,11, Widowed, ?, White, Female,38, United-States, <=50K
25, Private,10, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female,20, United-States, <=50K
20, ?,10, Never-married, ?, White, Male,24, United-States, <=50K
21, ?,10, Never-married, ?, White, Female,35, United-States, <=50K
34, Private,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
38, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,80, United-States, >50K
50, Private,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
24, Local-gov,10, Divorced, Handlers-cleaners, Black, Male,50, United-States, <=50K
37, Local-gov,10, Married-civ-spouse, Tech-support, White, Male,45, United-States, >50K
44, Private,10, Divorced, Machine-op-inspct, White, Male,58, United-States, >50K
28, Private,10, Married-civ-spouse, Sales, White, Female,40, United-States, <=50K
42, Private,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
74, Private,10, Divorced, Adm-clerical, White, Female,9, United-States, <=50K
38, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
